#,id,product_name,product_name_synonyms,price,discontinued,release_date,key_binding,tags,features,keyboard_layout,keyboard_type,switch_options,multi_media_key_count,main_frame_material,key_cap_profile,stabilizer,reinforcing_plate,n_key_rollover,plug_and_play,polling_rate,support_platforms,battery_capacity,bluetooth_runtime,backlight_pattern,connection_method,supports_2_4ghz,dynamic_keystroke,hot_swap_socket,rapid_trigger,size,height_including_key_cap,height_not_including_key_cap,package_contents,warranty_period,weight,color,color_details
52,55,Q10 Knob,"[""Q10""]",가격 정보 없음,true,"",[],[],[],75% 엘리스 컴팩트 텐키리스 배열,기계식 키보드,"[""게이트론 G PRO 기계식 핫스왑(적축/청축/갈축)""]",정보 없음,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz ", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,385.3 x 156.9 mm,프론트: 31mm / 리어: 43mm,프론트: 19.8mm / 리어: 33mm,"[""Q10 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,2460 ± 10g,"[""카본 블랙"", ""스페이스 그레이"", ""네이비 블루""]","[{""colorName"": ""네이비 블루"", ""releaseDate"": """"}, {""colorName"": ""스페이스 그레이"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
53,56,Q8 PRO,"[""Q8""]","305,000",true,"",[],[],"[""유선"", ""블루투스""]",65% 엘리스 울트라 컴팩트 배열,기계식 키보드,"[""키크론 K PRO 기계식 바나나축""]",12,CNC 가공 알루미늄,이중사출 PBT/KSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz", MAC / IOS /  Windows / Android / Linux ,"4,000mAh","LED 최소 밝기: 약 100시간 / LED OFF: 약 300시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)",정방향 배열,유선: USB Type-C 케이블 / 무선 : 블루투스 5.1,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,358.09 x 136.15 mm,프론트: 20.69mm / 리어: 32.47mm,정보 없음,"[""Q8 PRO 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,1657 ± 10g,"[""쉘 화이트""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}]"
54,57,Q8 Knob,"[""Q8""]",가격 정보 없음,true,"",[],[],[],65% 엘리스 울트라 컴팩트 배열,기계식 키보드,"[""게이트론 G PRO 기계식 핫스왑(적축/청축/갈축)""]",정보 없음,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz ", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,358 x 136 mm,프론트: 19.8mm / 리어: 31.5mm,정보 없음,"[""Q8 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,1820 ± 10g,"[""카본 블랙"", ""스페이스 그레이"", ""네이비 블루""]","[{""colorName"": ""네이비 블루"", ""releaseDate"": """"}, {""colorName"": ""스페이스 그레이"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
55,58,Q60,"[""Q60""]","309,000",true,"",[],[],[],60% 미니,기계식 키보드,"[""게이트론 G Pro 핫스왑 적축"", ""게이트론 G Pro 핫스왑 청축"", ""게이트론 G Pro 핫스왑 갈축""]",미지원,CNC 가공 알루미늄,염료 승화 PBT / Cherry 프로파일/ 영문 각인,볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,유선: 1000HZ,MAC OS/ Windows / Linux,배터리 미지원,블루투스 미지원 ,미지원,USB Type-C 케이블 ,정보 없음,미지원,MX 스타일 3pin & 5pin 핫스왑 지원,미지원,303 X 121mm,프론트: 31.5mm / 리어: 43.1mm,정보 없음,"[""Q60"", ""알루미늄 프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""테이핑 모드"", ""가스켓(10개 조립, 2개 동봉) X 12"", ""스태빌라이저 3개"", ""Cherry 프로파일 PBT 키캡"", ""게이트론 G PRO 스위치"", """", ""USB Type C to C 케이블"", ""USB Type A to C 어뎁터"", """", ""스위치 리무버"", ""키캡 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1520 ± 10g,"[""레트로""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}]"
56,59,Q12 Knob,"[""Q12""]",가격 정보 없음,true,"",[],[],[],96% 컴팩트 풀배열,기계식 키보드,"[""게이트론 G PRO 기계식 핫스왑(적축/갈축)""]",정보 없음,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz ", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,409.4 x 145 mm,프론트: 30.9mm / 리어: 42.8mm,프론트: 20.2mm / 리어: 33.4mm,"[""Q12 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치""]",1년,2491 ± 10g,"[""카본 블랙"", ""실버 그레이"", ""네이비 블루""]","[{""colorName"": ""네이비 블루"", ""releaseDate"": """"}, {""colorName"": ""실버 그레이"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
57,60,V1 Knob,"[""V1""]","159,000",true,"",[],[],[],75% 컴팩트 텐키리스,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 적축 스위치""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,328.5 x 148.7 mm,프론트: 27.3mm / 리어: 36.6mm,정보 없음,"[""V1 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,970 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
58,61,V3 Knob 저소음,"[""V3""]","169,000",true,"",[],[],[],80% 텐키리스,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 스위치(저소음 적축/저소음 갈축)""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,366.7 x 140.56 mm,프론트: 28.25mm / 리어: 37.03mm,정보 없음,"[""V3 Knob 저소음 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1120 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
59,62,V3 Knob,"[""V3""]","159,000",true,"",[],[],[],80% 텐키리스,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 스위치(적축/청축/갈축)""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,366.7 x 140.56 mm,프론트: 28.25mm / 리어: 37.03mm,정보 없음,"[""V3 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1120 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
60,63,V6 Knob,"[""C1""]","164,000",true,"",[],[],[],100% 풀배열,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 스위치(적축/청축/갈축)""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,447.85 x 140.55mm,프론트: 28.55mm / 리어: 37mm,정보 없음,"[""V6 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1250 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
61,64,V8 Knob,"[""V8""]","169,000",true,"",[],[],[],65% 엘리스 울트라 컴팩트 배열,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 적축""]",12,ABS,이중사출 PBT/OSA 프로파일,볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,359.5 x 138mm,프론트: 28.15mm / 리어: 36.37mm,정보 없음,"[""V8 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,945 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
62,65,V1 White,"[""V1""]","159,000",true,"",[],[],[],75% 컴팩트 텐키리스,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 바나나축 스위치""]",12,ABS,이중사출 PBT/OSA 프로파일,볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,328.5 x 148.7 mm,프론트: 27.3mm / 리어: 36.6mm,정보 없음,"[""V1 White 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,970 ± 10g,"[""쉘 화이트""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}]"
63,66,V10 Knob,"[""V10""]","169,000",true,"",[],[],[],75% 엘리스 컴팩트 텐키리스,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 적축""]",12,ABS,이중사출 PBT/OSA 프로파일,볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,386.7 x 141.3mm,프론트: 28.7mm / 리어: 38.5mm,정보 없음,"[""V10 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1230 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
64,67,C2 RETRO,"[""C2""]","89,000",true,"",[],[],[],100% 풀배열,기계식 키보드,"[""기계식 적축, 기계식 청축, 기계식 갈축""]",12,ABS,이중 사출 ABS/OEM 프로파일,정보 없음,정보 없음,유선: n_key_rollover 지원,Plug & Play 지원,정보 없음,MAC / Windows / Linux,미지원,블루투스 미지원,미지원,유선: Type C to C 케이블,미지원,미지원,미지원,미지원,436 x 130mm,프론트: 30mm / 리어: 40mm,정보 없음,"[""키보드, Type C to C 케이블, Type C to USB 변환 젠더, 키캡 리무버, 유저 메뉴얼, 퀵 스타터 가이드, Windows용 추가 키캡""]",1년,829g,"[""레트로""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}]"
65,68,K10 PRO 저소음 적축,"[""K10 PRO 저소음 적축"", ""K10 PRO 저적"", ""K10 프로 저소음 적축"", ""K10 프로 저적"", ""케이텐 PRO 저소음 적축"", ""케이텐 프로 저소음 적축"", ""K10""]","199,000",false,"",[],"[""K PRO"", ""저소음 적축"", ""저소음 갈축"", ""저소음 바나나축"", ""100%"", ""풀배열"", ""기계식"", ""ABS"", ""블트 타입 PCB"", ""유선"", ""무선"", ""핫스왑""]","[""10만원대""]",100% 풀배열,기계식 키보드,"[""키크론 K-PRO 저소음 갈축"", ""키크론 K-PRO 저소음 바나나축"", ""키크론 K-PRO 저소음 적축""]",12,ABS,"이중 사출 PBT / OSA 프로파일
(영문: 이중사출 / 한글: 레이저 각인)",볼트 타입 PCB 체결,정보 없음,유선/무선: 무한 동시 입력(NKRO) ,Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android / Linux,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF : 약 300시간(작동 시간은 사용환경에 따라 다를 수 있습니다.)   ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3Pin & 5Pin 호환,미지원,445 X 138mm,프론트: 32.8mm / 리어: 40.4mm,정보 없음,"[""K10 PRO 저소음 적축 키보드"", ""프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""실리콘 흡음패드"", ""스태빌라이저 8개"", ""이중사출 OSA 프로파일 PBT 키캡"", ""키크론 K-PRO 스위치"", """", ""USB Type A to C 케이블"", """", ""스위치 리무버"", ""키캡 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1495g,"[""블랙 RGB(포인트 키캡 빨간색)""]","[{""colorName"": ""블랙 RGB(포인트 키캡 빨간색)"", ""releaseDate"": """"}]"
66,69,K10 PRO 저소음 갈축,"[""K10 PRO 저소음 갈축"", ""K10 PRO 저갈"", ""K10 프로 저소음 갈축"", ""K10 프로 저갈"", ""K10""]","199,000",false,"",[],"[""저소음 갈축"", ""100%"", ""풀배열"", ""기계식"", ""ABS"", ""볼트 타입 PCB"", ""유선"", ""무선"", ""무한동시입력"", ""핫스왑""]","[""10만원대""]",100% 풀배열,기계식 키보드,"[""키크론 K-PRO 저소음 갈축""]",12,ABS,"이중 사출 PBT / OSA 프로파일
(영문: 이중사출 / 한글: 레이저 각인)",볼트 타입 PCB 체결,정보 없음,유선/무선: 무한 동시 입력(NKRO) ,Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android / Linux,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF : 약 300시간(작동 시간은 사용환경에 따라 다를 수 있습니다.)   ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3Pin & 5Pin 호환,미지원,445 X 138mm,프론트: 32.8mm / 리어: 40.4mm,정보 없음,"[""K10 PRO 저소음 적축 키보드"", ""프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""실리콘 흡음패드"", ""스태빌라이저 8개"", ""이중사출 OSA 프로파일 PBT 키캡"", ""키크론 K-PRO 스위치"", """", ""USB Type A to C 케이블"", """", ""스위치 리무버"", ""키캡 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1495g,"[""블랙 RGB(포인트 키캡 노란색)""]","[{""colorName"": ""블랙 RGB(포인트 키캡 노란색)"", ""releaseDate"": """"}]"
67,70,K10 PRO UK ISO,"[""K10 프로 UK ISO"", ""K10 PRO UK ISO"", ""K10""]","199,000",false,"",[],"[""K PRO"", ""적축"", ""청축"", ""갈축"", ""100%"", ""풀배열"", ""기계식"", ""ABS"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""핫스왑""]","[""10만원대"", ""UK ISO"", ""UK"", ""ISO""]",100% 풀배열,기계식 키보드,"[""키크론 K-PRO 스위치 적축"", ""키크론 K-PRO 스위치 청축"", ""키크론 K-PRO 스위치 갈축""]",12,ABS,"이중 사출 PBT / OSA 프로파일
(영문: 이중사출 / 한글: 레이저 각인)",볼트 타입 PCB 체결,정보 없음,유선/무선: 무한 동시 입력(NKRO) ,Plug & Play 지원,"유선: 1000HZ, 무선: 90HZ",MAC / IOS / Windows / Android / Linux,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF : 약 300시간(작동 시간은 사용환경에 따라 다를 수 있습니다.)   ,"RGB 22종 - 4단계 밝기 조절,  정방향 배열",유선: Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3Pin & 5Pin 호환,미지원,445 X 138mm,프론트: 32.8mm / 리어: 40.4mm,정보 없음,"[""K10 PRO 키보드"", ""프레임"", ""PCB,"", ""스틸 플레이트"", ""흡음제"", ""실리콘 흡음패드"", ""스태빌라이저 8개"", ""이중사출 OSA 프로파일 PBT 키캡"", ""키크론 K-PRO 스위치"", """", ""USB Type A to C 케이블"", """", ""스위치 리무버"", ""키캡 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1495g,"[""White LED/RGB 블렉"", ""White LED/RGB 화이트"", ""White LED/RGB 레트로""]","[{""colorName"": ""White LED/RGB 블랙"", ""releaseDate"": """"}, {""colorName"": ""White LED/RGB 화이트"", ""releaseDate"": """"}, {""colorName"": ""White LED/RGB 레트로"", ""releaseDate"": """"}]"
68,71,Lemokey L1,"[""Lemokey L1"", ""레모키 L1"", ""레모키 엘원"", ""Lemokey 엘1"", ""Lemokey L원"", ""Lemonkey L1"", ""L1""]","305,000",false,"",[],"[""주피터"", ""기계식"", ""적축"", ""갈축"", ""바나나축"", ""컴팩트 텐키리스"", ""75%"", ""알루미늄"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""30만원대""]",컴팩트 텐키리스 배열 75%,기계식 키보드,"[""키크론 주피터 기계식 적축/갈축/바나나축""]",12,CNC 가공 알루미늄,이중사출 PBT/ 체리 프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"무선 2.4GHz & 유선 1000Hz, 블루투스: 90Hz",Windows / Android / Linux,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 200시간,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 2.4GHz / 블루투스 5.1,지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,369 x 146mm,프론트: 21.03mm / 리어: 33.04mm,정보 없음,"[""완성품키보드, USB Type C to C 케이블, USB Type C to A 젠더, 리시버 전용 연장 어뎁터, Type-A 2.4GHz 동글, Type-C 2.4GHz 동글, 키캡&스위치 리무버, 스크류 드라이버, 육각렌치 ""]",1년,1887 ± 10g,"[""카본 블랙"", ""실버 그레이"", ""네이비 블루""]","[{""colorName"": ""네이비 블루"", ""releaseDate"": """"}, {""colorName"": ""실버 그레이"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
69,72,K14 PRO,"[""K14 PRO"", ""K14 프로"", ""케이14 프로"", ""케이14 PRO"", ""K14""]","134,000",false,"",[],"[""K PRO"", ""기계식"", ""적축"", ""70%"", ""컴팩트"", ""ABS"", ""알루미늄"", ""무한 동시 입력"", ""무선"", ""유선"", ""블루투스"", ""블투"", ""핫스왑""]","[""10만원대""]",70% 컴팩트 배열,기계식 키보드,"[""키크론 K PRO 기계식 적축""]",12,ABS + 알루미늄,이중사출 PBT/OSA 프로파일(영문: 이중사출),정보 없음,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz ",IOS / MAC / Windows / Android / Linux,"4,000mAh",LED 최소 밝기: 약 100시간 / LED OFF: 약 300시간,RGB 22종 - 4단계 밝기 조절,유선: USB Type-C 케이블 / 무선: 블루투스 5.1,미지원,미지원,MX 스타일 3핀 5핀 핫스왑 지원,미지원,331.1 x 102.4mm,프론트: 33.87mm / 리어: 39.55mm,정보 없음,"[""K14 PRO 키보드"", ""USB Type A to C 케이블"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""Windows용 추가 키캡""]",1년,835g,"[""RGB LED - 다크 그레이""]","[{""colorName"": ""RGB LED - 다크 그레이"", ""releaseDate"": """"}]"
70,73,Q1 PRO MAX,"[""Q1 PRO MAX"", ""Q1 프로 맥스"", ""Q1 프로 MAX"", ""Q1 PRO 맥스"", ""Q1 MAX"", ""Q1 맥스"", ""Q1"", ""PRO"", ""MAX""]","309,000",false,"",[],"[""게이트론"", ""주피터"", ""적축"", ""갈축"", ""바나나축"", ""K PRO"", ""저소음 적축"", ""컴팩트 텐키리스"", ""75%"", ""기계식"", ""알루미늄"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""30만원대""]",75% 컴팩트 텐키리스 배열,기계식 키보드,"[""영문 키캡: 게이트론 주피터 적축/갈축/바나나축"", ""한영 키캡: 키크론 K PRO 저소음 적축""]",12,CNC 가공 알루미늄,이중사출 PBT/KSA프로파일,볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz", MAC / IOS / Windows / Linux / Android,"4,000mAh","LED 최소 밝기: 약 100시간, LED OFF: 약 180시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 & 2.4GHz,2.4GHz 지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,327.5 x 145 mm,프론트: 22.6mm / 리어: 35.8mm,정보 없음,"[""Q1 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type A to C 젠더"", ""무선 2.4GHz 리시버 전용 연장 어뎁터"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치""]",1년,1724 ± 10g,"[""쉘 화이트"", ""카본 블랙""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
71,74,Q3 HE,"[""Q3 HE"", ""Q3 에이치이"", ""큐쓰리 HE"", ""큐3 HE"", ""Q3""]","315,000",false,"",[],"[""게이트론"", ""더블 레일"", ""마그네틱"", ""자석축"", ""80%"", ""텐키리스"", ""알루미늄"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""래피드 트리거"", ""레피드 트리거"", ""ㅍ"", ""래피드"", ""rapid"", ""동적 키 스트로크"", ""dynamic keystroke"", ""keystroke"", ""핫스왑""]","[""30만원대""]",80% 텐키리스,기계식 키보드,"[""게이트론 더블 레일 마그네틱 스위치""]",12,CNC 가공 알루미늄,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz", MAC / IOS /  Windows / Android / Linux ,"4,000mAh","LED 최소 밝기: 약 100시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선 : 블루투스 5.1 & 2.4GHz,2.4GHz 지원,지원,키크론에서 판매되는 마그네틱 스위치하고만 호환 가능(게이트론 더블 레일 마그네틱 스위치 등),지원(작동 범위: 0.2 ~ 3.8mm / 감도: 0.1mm),365 x 137 mm,정보 없음,프론트: 22.6mm / 리어: 35.8mm,"[""Q3 HE 키보드"", ""USB Type C to C 케이블"", ""USB Type A to C 젠더"", ""무선 2.4GHz 리시버 전용 연장 어댑터"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,1775 ± 10g,"[""쉘 화이트"", ""카본 블랙""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
